,text,review,polarity_score,polarity
101,bisinis pemerintah jualan vaksin,"['bisinis', 'pemerintah', 'jualan', 'vaksin']",1,positif
102,kalau masyqrakat enggak mau vaksin jangan di paksa cok vaksin enggak mutu,"['kalau', 'masyqrakat', 'enggak', 'mau', 'vaksin', 'jangan', 'di', 'paksa', 'cok', 'vaksin', 'enggak', 'mutu']",-2,negatif
103,apa bila ada pejabat yang berbisnis dengan rakyat semoga saja anak dan cucu nya mendapat musibah seumur hidup nya amin,"['apa', 'bila', 'ada', 'pejabat', 'yang', 'berbisnis', 'dengan', 'rakyat', 'semoga', 'saja', 'anak', 'dan', 'cucu', 'nya', 'mendapat', 'musibah', 'seumur', 'hidup', 'nya', 'amin']",-20,negatif
104,bagaimana kalau sudah vaksin senopak,"['bagaimana', 'kalau', 'sudah', 'vaksin', 'senopak']",0,positif
105,iya allah semoga para dokter dan semua yang terkait cepat di telan bumi amin,"['iya', 'allah', 'semoga', 'para', 'dokter', 'dan', 'semua', 'yang', 'terkait', 'cepat', 'di', 'telan', 'bumi', 'amin']",-9,negatif
106,anehnya sekarang kenapa rakyat tidak bisa bergerak apa ini akhir dari perjalanan akhir zaman,"['anehnya', 'sekarang', 'kenapa', 'rakyat', 'tidak', 'bisa', 'bergerak', 'apa', 'ini', 'akhir', 'dari', 'perjalanan', 'akhir', 'zaman']",-11,negatif
107,dagang terus,"['dagang', 'terus']",0,positif
108,berbohong setiap hari adaalah makanan sehari hari ku aku cinta dajjal,"['berbohong', 'setiap', 'hari', 'adaalah', 'makanan', 'sehari', 'hari', 'ku', 'aku', 'cinta', 'dajjal']",2,positif
109,ya allah cobaan apa lagi ini tiada ahir sungguh mnderita,"['ya', 'allah', 'cobaan', 'apa', 'lagi', 'ini', 'tiada', 'ahir', 'sungguh', 'mnderita']",-3,negatif
110,sudah ketangkap mafia satu orang yang menjual vaksin biasa jadi booster,"['sudah', 'ketangkap', 'mafia', 'satu', 'orang', 'yang', 'menjual', 'vaksin', 'biasa', 'jadi', 'booster']",-15,negatif
111,di new york booster tidak di jual bahkan yang mau di kasih uang rp,"['di', 'new', 'york', 'booster', 'tidak', 'di', 'jual', 'bahkan', 'yang', 'mau', 'di', 'kasih', 'uang', 'rp']",-4,negatif
112,negara kayak akan pembangunan miskin akan politik ekonomi agama pendidikan gara dijaja pandemi agama ribut pendidikan kalang kabut kebodoan ber tamba anak susah di atur kena virus hp semoga allah mengapuni hamba yang bodoh yang terdholimi ini amin,"['negara', 'kayak', 'akan', 'pembangunan', 'miskin', 'akan', 'politik', 'ekonomi', 'agama', 'pendidikan', 'gara', 'dijaja', 'pandemi', 'agama', 'ribut', 'pendidikan', 'kalang', 'kabut', 'kebodoan', 'ber', 'tamba', 'anak', 'susah', 'di', 'atur', 'kena', 'virus', 'hp', 'semoga', 'allah', 'mengapuni', 'hamba', 'yang', 'bodoh', 'yang', 'terdholimi', 'ini', 'amin']",-40,negatif
113,vaksin kok tidak ber ujung mbok mikir yang kena bencana itu bantu dari pada sibuk sama vaksin melulu,"['vaksin', 'kok', 'tidak', 'ber', 'ujung', 'mbok', 'mikir', 'yang', 'kena', 'bencana', 'itu', 'bantu', 'dari', 'pada', 'sibuk', 'sama', 'vaksin', 'melulu']",-30,negatif
114,aturan allah swt saja masih banyak yang langgar apalagi aturan manusia hidup dan matiku hanya milik allah swt,"['aturan', 'allah', 'swt', 'saja', 'masih', 'banyak', 'yang', 'langgar', 'apalagi', 'aturan', 'manusia', 'hidup', 'dan', 'matiku', 'hanya', 'milik', 'allah', 'swt']",1,positif
115,bagus,['bagus'],-2,negatif
116,semoga semua lancar,"['semoga', 'semua', 'lancar']",-1,negatif
117,semua demi uang dan keuntungan inti nya enggak ada yang bisa mengalahkan kekuasaan gusti allah swt kalau sudah berkehendak kalian bisa bodohi masyarakat tapi ingat masyarakat masih punya tuhan yang akan menolong dan membantu umat nya dengan cara yang sangat mudah dari kedzoliman di kedunawian yang sifat nya hanya sementara ini,"['semua', 'demi', 'uang', 'dan', 'keuntungan', 'inti', 'nya', 'enggak', 'ada', 'yang', 'bisa', 'mengalahkan', 'kekuasaan', 'gusti', 'allah', 'swt', 'kalau', 'sudah', 'berkehendak', 'kalian', 'bisa', 'bodohi', 'masyarakat', 'tapi', 'ingat', 'masyarakat', 'masih', 'punya', 'tuhan', 'yang', 'akan', 'menolong', 'dan', 'membantu', 'umat', 'nya', 'dengan', 'cara', 'yang', 'sangat', 'mudah', 'dari', 'kedzoliman', 'di', 'kedunawian', 'yang', 'sifat', 'nya', 'hanya', 'sementara', 'ini']",-10,negatif
118,hanya allah swt yang berhak atas kita semua bukan sesama hambanya yang enggak berotak,"['hanya', 'allah', 'swt', 'yang', 'berhak', 'atas', 'kita', 'semua', 'bukan', 'sesama', 'hambanya', 'yang', 'enggak', 'berotak']",-18,negatif
119,semakin canggih omicron terus varianapa lagiya apa opicron kan sejoli,"['semakin', 'canggih', 'omicron', 'terus', 'varianapa', 'lagiya', 'apa', 'opicron', 'kan', 'sejoli']",-1,negatif
120,indonesia banyak drama ngera makin ngaur aneh,"['indonesia', 'banyak', 'drama', 'ngera', 'makin', 'ngaur', 'aneh']",-2,negatif
121,tahi kucinglah,"['tahi', 'kucinglah']",-5,negatif
122,assalamualaikum saya kurang memahaminya saya sudah vaksin astrazec dua apa kah saya harus vaksin lagi buat yang ke tiga kali nya mohon di jelaskan terima kasih,"['assalamualaikum', 'saya', 'kurang', 'memahaminya', 'saya', 'sudah', 'vaksin', 'astrazec', 'dua', 'apa', 'kah', 'saya', 'harus', 'vaksin', 'lagi', 'buat', 'yang', 'ke', 'tiga', 'kali', 'nya', 'mohon', 'di', 'jelaskan', 'terima', 'kasih']",-22,negatif
123,mlukok kakean vaksin pak saudara laki-laki,"['mlukok', 'kakean', 'vaksin', 'pak', 'saudara', 'laki-laki']",0,positif
124,benar kan gonjang ganjing nya dagang vaksin,"['benar', 'kan', 'gonjang', 'ganjing', 'nya', 'dagang', 'vaksin']",-2,negatif
125,apa ada kematian masal,"['apa', 'ada', 'kematian', 'masal']",-7,negatif
126,wong gratis saja banyak yang enggak mau vaksin apa lagi suruh bayar,"['wong', 'gratis', 'saja', 'banyak', 'yang', 'enggak', 'mau', 'vaksin', 'apa', 'lagi', 'suruh', 'bayar']",-10,negatif
127,yang meminta kita vaksin semua pengikut dajjal,"['yang', 'meminta', 'kita', 'vaksin', 'semua', 'pengikut', 'dajjal']",-7,negatif
128,kita di vaksin biar eluminati bisa kontrol umat manusia sesuka dajjal,"['kita', 'di', 'vaksin', 'biar', 'eluminati', 'bisa', 'kontrol', 'umat', 'manusia', 'sesuka', 'dajjal']",4,positif
129,leher di gorok pun enggak akan vaksin enggak mau jadi pengikut dajjal,"['leher', 'di', 'gorok', 'pun', 'enggak', 'akan', 'vaksin', 'enggak', 'mau', 'jadi', 'pengikut', 'dajjal']",0,positif
130,nauzubiiiilllllah miiiinnnzaliiikkkkkmmm,"['nauzubiiiilllllah', 'miiiinnnzaliiikkkkkmmm']",0,positif
131,bodoamatan mau ada vaksin boster tidak mau amat di vaksin kesanya maksa mencari pasien biyar cepat mati saya yang adacuma boster amplifier buat,"['bodoamatan', 'mau', 'ada', 'vaksin', 'boster', 'tidak', 'mau', 'amat', 'di', 'vaksin', 'kesanya', 'maksa', 'mencari', 'pasien', 'biyar', 'cepat', 'mati', 'saya', 'yang', 'adacuma', 'boster', 'amplifier', 'buat']",-8,negatif
132,dijadikannya dgng kontol,"['dijadikannya', 'dgng', 'kontol']",-5,negatif
133,vaksin,['vaksin'],0,positif
134,wkkwkw yang gratis saja bxk yang malas apa lagi yang berbayar lawak,"['wkkwkw', 'yang', 'gratis', 'saja', 'bxk', 'yang', 'malas', 'apa', 'lagi', 'yang', 'berbayar', 'lawak']",-27,negatif
135,tidak percaya kalau enggak mau kena jangan mau di preiksa itu hoaaaak soak di paksin yang ada mati bukan sembuh,"['tidak', 'percaya', 'kalau', 'enggak', 'mau', 'kena', 'jangan', 'mau', 'di', 'preiksa', 'itu', 'hoaaaak', 'soak', 'di', 'paksin', 'yang', 'ada', 'mati', 'bukan', 'sembuh']",-13,negatif
136,aku usdah vaksin booster tapi masih takut pulkam karena masih harus karantina apalagi melihat para tki terlantar dibandara karena enggak bisa langsung masuk karantina,"['aku', 'usdah', 'vaksin', 'booster', 'tapi', 'masih', 'takut', 'pulkam', 'karena', 'masih', 'harus', 'karantina', 'apalagi', 'melihat', 'para', 'tki', 'terlantar', 'dibandara', 'karena', 'enggak', 'bisa', 'langsung', 'masuk', 'karantina']",-8,negatif
137,mau kapan beres nya vaksim belum beres sudah ada yang baru lagi iya allah brilah kekuasan mu iya allah,"['mau', 'kapan', 'beres', 'nya', 'vaksim', 'belum', 'beres', 'sudah', 'ada', 'yang', 'baru', 'lagi', 'iya', 'allah', 'brilah', 'kekuasan', 'mu', 'iya', 'allah']",8,positif
138,saya juga sudah kompalin melalui email perduli lingkungan tapi tetap saja datanya sudah vaksin padahal anak saya tidak vaksin,"['saya', 'juga', 'sudah', 'kompalin', 'melalui', 'email', 'perduli', 'lingkungan', 'tapi', 'tetap', 'saja', 'datanya', 'sudah', 'vaksin', 'padahal', 'anak', 'saya', 'tidak', 'vaksin']",-2,negatif
139,vaksin terus sampae mampus,"['vaksin', 'terus', 'sampae', 'mampus']",-5,negatif
140,di indonesia vaksin booster berbayar untuk yang tidak terdaftar dari juta orang yang di sebutkan diatas kalau disini di malaysia vaksin booster gratis untuk siapapun bahkan untuk warga pendatang sekalipun pekerja asing tki tka,"['di', 'indonesia', 'vaksin', 'booster', 'berbayar', 'untuk', 'yang', 'tidak', 'terdaftar', 'dari', 'juta', 'orang', 'yang', 'di', 'sebutkan', 'diatas', 'kalau', 'disini', 'di', 'malaysia', 'vaksin', 'booster', 'gratis', 'untuk', 'siapapun', 'bahkan', 'untuk', 'warga', 'pendatang', 'sekalipun', 'pekerja', 'asing', 'tki', 'tka']",-12,negatif
141,untuk biaya hidup sehari hari saja saat ini sangat sulit dari mana lagi uang untuk beli vaksin,"['untuk', 'biaya', 'hidup', 'sehari', 'hari', 'saja', 'saat', 'ini', 'sangat', 'sulit', 'dari', 'mana', 'lagi', 'uang', 'untuk', 'beli', 'vaksin']",-14,negatif
142,maunya vaksin nusantara yang aman,"['maunya', 'vaksin', 'nusantara', 'yang', 'aman']",-6,negatif
143,pemerasan terhadap rakyat apalagi kalau wajib diharuskan masa bodolah pasrah kalau mau mati kena virus iya memang sudah takdir nya,"['pemerasan', 'terhadap', 'rakyat', 'apalagi', 'kalau', 'wajib', 'diharuskan', 'masa', 'bodolah', 'pasrah', 'kalau', 'mau', 'mati', 'kena', 'virus', 'iya', 'memang', 'sudah', 'takdir', 'nya']",-5,negatif
144,mari kita yamg muslim kita sisipkan fatikah semoga semua yang bermain mendapatkan hidayah yang non muslim silakan sesuai keyakinan masing kita doakan agar semua sadar,"['mari', 'kita', 'yamg', 'muslim', 'kita', 'sisipkan', 'fatikah', 'semoga', 'semua', 'yang', 'bermain', 'mendapatkan', 'hidayah', 'yang', 'non', 'muslim', 'silakan', 'sesuai', 'keyakinan', 'masing', 'kita', 'doakan', 'agar', 'semua', 'sadar']",-5,negatif
145,najissssssssssssssss vaksin berbayar,"['najissssssssssssssss', 'vaksin', 'berbayar']",-3,negatif
146,vaksin berbayar ribu lagi susah begini mendingan beli beras kg buat anak bini,"['vaksin', 'berbayar', 'ribu', 'lagi', 'susah', 'begini', 'mendingan', 'beli', 'beras', 'kg', 'buat', 'anak', 'bini']",-16,negatif
147,vaksin berbayar ribu rg gratis saja gah pada enggak mau sekarang srh bayar lagi memang kadang enggak punya tidak juga,"['vaksin', 'berbayar', 'ribu', 'rg', 'gratis', 'saja', 'gah', 'pada', 'enggak', 'mau', 'sekarang', 'srh', 'bayar', 'lagi', 'memang', 'kadang', 'enggak', 'punya', 'tidak', 'juga']",-3,negatif
148,yang sampai sekarang belum vaksin angkat tangan,"['yang', 'sampai', 'sekarang', 'belum', 'vaksin', 'angkat', 'tangan']",-3,negatif
149,bisnis pemaksaan,"['bisnis', 'pemaksaan']",3,positif
150,vaksin tahi,"['vaksin', 'tahi']",-5,negatif
151,uang lagi uang lagi,"['uang', 'lagi', 'uang', 'lagi']",-6,negatif
152,kebanyakan vaksin apa enggak bahaya bagi ginjal efek samping ada enggak bos,"['kebanyakan', 'vaksin', 'apa', 'enggak', 'bahaya', 'bagi', 'ginjal', 'efek', 'samping', 'ada', 'enggak', 'bos']",-5,negatif
153,uuuuuu beredar lagi bisnis vaksin bikin rakyat mati kelaparan,"['uuuuuu', 'beredar', 'lagi', 'bisnis', 'vaksin', 'bikin', 'rakyat', 'mati', 'kelaparan']",1,positif
154,jualan lagi kan akhirnya kita jadi kelinci lagi tertawa haaaa permainan habis booster apa lagi ya,"['jualan', 'lagi', 'kan', 'akhirnya', 'kita', 'jadi', 'kelinci', 'lagi', 'tertawa', 'haaaa', 'permainan', 'habis', 'booster', 'apa', 'lagi', 'ya']",-3,negatif
155,smpek mati saya tidak mau vaksin lebih baik saya hidup di hutan daripada vaksin,"['smpek', 'mati', 'saya', 'tidak', 'mau', 'vaksin', 'lebih', 'baik', 'saya', 'hidup', 'di', 'hutan', 'daripada', 'vaksin']",-4,negatif
156,vaksin melulu anjg,"['vaksin', 'melulu', 'anjg']",-8,negatif
157,gratispun saya tidak mau,"['gratispun', 'saya', 'tidak', 'mau']",-4,negatif
158,mnkin negara ini dah miskin,"['mnkin', 'negara', 'ini', 'dah', 'miskin']",-8,negatif
159,aku hanya mau ketemu cowok ku dari japan,"['aku', 'hanya', 'mau', 'ketemu', 'cowok', 'ku', 'dari', 'japan']",0,positif
160,semoga tidak ada mafia vaksin nantinya seperti kejadian mafia karantina semoga yang memainkan vaksin atau situasi pandemi diberikan kesengsaraan abadi dalam api neraka amien ingatlah selalu harta hidup manusia hanyalah titipan semata tidak akan dibawa mati god bless,"['semoga', 'tidak', 'ada', 'mafia', 'vaksin', 'nantinya', 'seperti', 'kejadian', 'mafia', 'karantina', 'semoga', 'yang', 'memainkan', 'vaksin', 'atau', 'situasi', 'pandemi', 'diberikan', 'kesengsaraan', 'abadi', 'dalam', 'api', 'neraka', 'amien', 'ingatlah', 'selalu', 'harta', 'hidup', 'manusia', 'hanyalah', 'titipan', 'semata', 'tidak', 'akan', 'dibawa', 'mati', 'god', 'bless']",-30,negatif
161,astofirloh aladim iya allah dari dulu gratis,"['astofirloh', 'aladim', 'iya', 'allah', 'dari', 'dulu', 'gratis']",6,positif
162,sungguh menyedihkan vaksin dan saja enggak mampu membentuk antibodi secara efektif akhirnya harus dikasih booster ada yang alami bahkan diberi yang buatan prett,"['sungguh', 'menyedihkan', 'vaksin', 'dan', 'saja', 'enggak', 'mampu', 'membentuk', 'antibodi', 'secara', 'efektif', 'akhirnya', 'harus', 'dikasih', 'booster', 'ada', 'yang', 'alami', 'bahkan', 'diberi', 'yang', 'buatan', 'prett']",-13,negatif
163,vaksin belum selesai sudah muncul covid baru enggak mau faksin itu hak asasi manusia btl enggak ya,"['vaksin', 'belum', 'selesai', 'sudah', 'muncul', 'covid', 'baru', 'enggak', 'mau', 'faksin', 'itu', 'hak', 'asasi', 'manusia', 'btl', 'enggak', 'ya']",6,positif
164,apa kurang lagi bikin rakyat sensara para pejabat kpk tolok bi cek pasin tempat poropsi yang terbesar cek saja itu pasti,"['apa', 'kurang', 'lagi', 'bikin', 'rakyat', 'sensara', 'para', 'pejabat', 'kpk', 'tolok', 'bi', 'cek', 'pasin', 'tempat', 'poropsi', 'yang', 'terbesar', 'cek', 'saja', 'itu', 'pasti']",-28,negatif
165,apa itu pak itu alat pembunu masa itu iya saya percaya kepada tuan saja hidup mati kita tuan yang atur paksin bikin tamba koroptor makin kayak,"['apa', 'itu', 'pak', 'itu', 'alat', 'pembunu', 'masa', 'itu', 'iya', 'saya', 'percaya', 'kepada', 'tuan', 'saja', 'hidup', 'mati', 'kita', 'tuan', 'yang', 'atur', 'paksin', 'bikin', 'tamba', 'koroptor', 'makin', 'kayak']",-22,negatif
166,paksin saja enggak apa habis paksin netral kan saja pakai air kelapa yang banyak yang penting dapat kartu tanda sehat biar lah mereka yang menjolimi rakyat ajab laknat sudah menunggu mereka mereka buta tuli percuma mau mengomong apa enggak akan peduli,"['paksin', 'saja', 'enggak', 'apa', 'habis', 'paksin', 'netral', 'kan', 'saja', 'pakai', 'air', 'kelapa', 'yang', 'banyak', 'yang', 'penting', 'dapat', 'kartu', 'tanda', 'sehat', 'biar', 'lah', 'mereka', 'yang', 'menjolimi', 'rakyat', 'ajab', 'laknat', 'sudah', 'menunggu', 'mereka', 'mereka', 'buta', 'tuli', 'percuma', 'mau', 'mengomong', 'apa', 'enggak', 'akan', 'peduli']",-36,negatif
167,saatnya panen uang,"['saatnya', 'panen', 'uang']",0,positif
168,di mana boleh dapat boster bayar di klinik ke,"['di', 'mana', 'boleh', 'dapat', 'boster', 'bayar', 'di', 'klinik', 'ke']",0,positif
169,haaaaa promosi vaksin lagi nih jualan obat,"['haaaaa', 'promosi', 'vaksin', 'lagi', 'nih', 'jualan', 'obat']",-5,negatif
170,memangnya yang sudah harus vaksin lagi yang ke,"['memangnya', 'yang', 'sudah', 'harus', 'vaksin', 'lagi', 'yang', 'ke']",-19,negatif
171,semoga allah hentikan semua kecurangan,"['semoga', 'allah', 'hentikan', 'semua', 'kecurangan']",2,positif
172,namanya juga bisnis,"['namanya', 'juga', 'bisnis']",3,positif
173,lubang puq dengan akan vaksin,"['lubang', 'puq', 'dengan', 'akan', 'vaksin']",-3,negatif
174,bisnis global,"['bisnis', 'global']",3,positif
175,ini kanal bisnis tapi ngebahas covid fix covid memang real bisniss,"['ini', 'kanal', 'bisnis', 'tapi', 'ngebahas', 'covid', 'fix', 'covid', 'memang', 'real', 'bisniss']",7,positif
176,sudah dk lagi butuh vaksin,"['sudah', 'dk', 'lagi', 'butuh', 'vaksin']",-7,negatif
177,inilah rakyat indonesia kabobodo kutenjo kasamaran kupanon kahartos teu wahai saudarakqu,"['inilah', 'rakyat', 'indonesia', 'kabobodo', 'kutenjo', 'kasamaran', 'kupanon', 'kahartos', 'teu', 'wahai', 'saudarakqu']",0,positif
178,virus yang dijdkan bisnis semoga mereka dapat azab dunia akherat,"['virus', 'yang', 'dijdkan', 'bisnis', 'semoga', 'mereka', 'dapat', 'azab', 'dunia', 'akherat']",-8,negatif
179,kapan vaksin nusantara,"['kapan', 'vaksin', 'nusantara']",0,positif
180,buat yang belum di pernah divaksin enggak wajib vaksin dosis ke tiga yang sudah di vaksin sampai dua kali anda wajib di vaksin dosis ke tiga empat lima dan seterusnya maka berbahagialah kalian yang,"['buat', 'yang', 'belum', 'di', 'pernah', 'divaksin', 'enggak', 'wajib', 'vaksin', 'dosis', 'ke', 'tiga', 'yang', 'sudah', 'di', 'vaksin', 'sampai', 'dua', 'kali', 'anda', 'wajib', 'di', 'vaksin', 'dosis', 'ke', 'tiga', 'empat', 'lima', 'dan', 'seterusnya', 'maka', 'berbahagialah', 'kalian', 'yang']",-22,negatif
181,ra nggagas,"['ra', 'nggagas']",0,positif
182,yarob tunjukn kekuasaamu yarob hamba mohon yrb,"['yarob', 'tunjukn', 'kekuasaamu', 'yarob', 'hamba', 'mohon', 'yrb']",0,positif
183,weleh kok ada saja dulu kali cukup kini bostar boster,"['weleh', 'kok', 'ada', 'saja', 'dulu', 'kali', 'cukup', 'kini', 'bostar', 'boster']",-4,negatif
184,sampai bertemu di akhirat aku tidak absen saat kalian para penipu penuh drama di bumi ini di sidang di pengadilan tuhan,"['sampai', 'bertemu', 'di', 'akhirat', 'aku', 'tidak', 'absen', 'saat', 'kalian', 'para', 'penipu', 'penuh', 'drama', 'di', 'bumi', 'ini', 'di', 'sidang', 'di', 'pengadilan', 'tuhan']",-12,negatif
185,gratis saja malas apalagi bayar mustahil,"['gratis', 'saja', 'malas', 'apalagi', 'bayar', 'mustahil']",-4,negatif
186,akhirnya manusia bukan segan karena virus corona ta tapi masyrakat harus rogo saku demi srlamatkn nyawa karena semua ini sudah dijadikan barang bisnis global semoga tuhan sang pencipta tetap membuka mata hati bang para penguasa untuk menyayangi masyrakatnya amin,"['akhirnya', 'manusia', 'bukan', 'segan', 'karena', 'virus', 'corona', 'ta', 'tapi', 'masyrakat', 'harus', 'rogo', 'saku', 'demi', 'srlamatkn', 'nyawa', 'karena', 'semua', 'ini', 'sudah', 'dijadikan', 'barang', 'bisnis', 'global', 'semoga', 'tuhan', 'sang', 'pencipta', 'tetap', 'membuka', 'mata', 'hati', 'bang', 'para', 'penguasa', 'untuk', 'menyayangi', 'masyrakatnya', 'amin']",-3,negatif
187,iya ampun apa lagi ini mana punya bpjs nyri nfkah sendiri buat kbtuhn shri anak saja sudah bingung kenapa enggak di bom kimia saja kami whai pra pnguasa biar udhan saja ini hidup toh hidup kami juga sudah hncur brntkan tinggal nywa yang trsisa kalo mau ambilah,"['iya', 'ampun', 'apa', 'lagi', 'ini', 'mana', 'punya', 'bpjs', 'nyri', 'nfkah', 'sendiri', 'buat', 'kbtuhn', 'shri', 'anak', 'saja', 'sudah', 'bingung', 'kenapa', 'enggak', 'di', 'bom', 'kimia', 'saja', 'kami', 'whai', 'pra', 'pnguasa', 'biar', 'udhan', 'saja', 'ini', 'hidup', 'toh', 'hidup', 'kami', 'juga', 'sudah', 'hncur', 'brntkan', 'tinggal', 'nywa', 'yang', 'trsisa', 'kalo', 'mau', 'ambilah']",-26,negatif
188,dunia terasa mau kiamat,"['dunia', 'terasa', 'mau', 'kiamat']",0,positif
189,capek vaksin terus,"['capek', 'vaksin', 'terus']",0,positif
190,saya bingung dengan pemerintah indonesia kasihan masyarakat sudah hidup pas pasan mala bikin hidup tambah ribet dan susah,"['saya', 'bingung', 'dengan', 'pemerintah', 'indonesia', 'kasihan', 'masyarakat', 'sudah', 'hidup', 'pas', 'pasan', 'mala', 'bikin', 'hidup', 'tambah', 'ribet', 'dan', 'susah']",-11,negatif
191,sampai di suntik nya,"['sampai', 'di', 'suntik', 'nya']",-2,negatif
192,saya harap dapat vacsin booster moderna atau pfizer,"['saya', 'harap', 'dapat', 'vacsin', 'booster', 'moderna', 'atau', 'pfizer']",-3,negatif
193,ok,['ok'],4,positif
194,indak ada orang yang mau vaksin biarpun kamu gratis,"['indak', 'ada', 'orang', 'yang', 'mau', 'vaksin', 'biarpun', 'kamu', 'gratis']",1,positif
195,zaman pemerintahan tidak masuk akal setelah merdeka parah sangat,"['zaman', 'pemerintahan', 'tidak', 'masuk', 'akal', 'setelah', 'merdeka', 'parah', 'sangat']",-15,negatif
196,wes podo senteng kabeh,"['wes', 'podo', 'senteng', 'kabeh']",-7,negatif
197,kok murah men too,"['kok', 'murah', 'men', 'too']",1,positif
